applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP_01271,Services,9,9114291,124038,2097452,542,0,0.38,1639271,Average,1
APP_01272,Retail,29,46149236,602992,13807604,683,0,0.7,7786427,Average,0
APP_01273,Retail,16,2413894,35163,615352,685,0,0.11,814716,Average,0
APP_01274,Trading,19,14317258,133622,9202360,485,0,0.76,7915112,Average,1
APP_01275,Retail,14,30351695,441044,15686819,493,3,0.25,10774840,Good,0
APP_01276,Services,7,45546340,426158,24557749,589,3,0.27,36150040,Good,0
APP_01277,Services,2,46146575,659512,28348908,833,4,0.22,27384102,Average,0
APP_01278,Trading,5,41491739,551012,14953906,692,2,0.62,10299629,Good,0
APP_01279,Trading,25,9513678,104515,4003478,668,4,0.77,4461515,Poor,1
APP_01280,Manufacturing,26,34267168,521508,7727752,645,1,0.47,9977085,Good,0
APP_01281,Trading,27,39362867,445554,9899972,712,4,0.24,12496049,Poor,0
APP_01282,Services,22,44346086,460020,14660794,688,2,0.36,18424099,Good,0
APP_01283,Services,29,48102460,745256,29181660,426,2,0.4,22530697,Good,0
APP_01284,Trading,16,893345,7926,574685,753,1,0.15,417376,Average,0
APP_01285,Tech,2,1418241,13405,346764,805,3,0.67,281229,Good,0
APP_01286,Trading,22,26650237,369861,20625400,674,4,0.16,18629490,Good,0
APP_01287,Manufacturing,27,3570132,40473,2832194,682,0,0.14,3801399,Average,0
APP_01288,Tech,13,2109387,17800,423400,741,0,0.25,488295,Good,0
APP_01289,Retail,4,9310580,92592,4862429,682,3,0.27,3679602,Good,0
APP_01290,Retail,25,5955500,81537,4268176,725,3,0.21,3369320,Average,0
APP_01291,Trading,22,43405257,608745,25280719,671,1,0.41,23034804,Average,0
APP_01292,Tech,14,40247869,578492,9487055,746,0,0.54,9436165,Good,0
APP_01293,Retail,9,43217514,372717,22688542,566,4,0.17,19995653,Average,0
APP_01294,Services,19,41517540,418125,27361638,626,4,0.67,37799193,Average,1
APP_01295,Trading,18,47058289,404488,29048392,824,3,0.62,28111518,Good,0
APP_01296,Manufacturing,8,42996656,572870,32741118,444,3,0.22,22073479,Good,1
APP_01297,Manufacturing,28,13858729,229403,7112494,678,0,0.68,8128755,Good,0
APP_01298,Tech,10,12640067,130648,5248875,773,0,0.58,3038306,Good,0
APP_01299,Services,13,29160451,266246,8716468,684,4,0.7,7879948,Average,0
APP_01300,Manufacturing,13,21076254,295782,5293405,617,4,0.65,7500996,Good,0
APP_01301,Retail,1,19290707,207479,6561684,793,2,0.68,9029092,Good,0
APP_01302,Retail,22,12646131,116713,9072075,669,4,0.36,5470635,Good,0
APP_01303,Manufacturing,5,17372835,193551,11325695,750,4,0.23,8186042,Good,0
APP_01304,Retail,6,24748558,283320,17513065,571,2,0.24,20713698,Good,0
APP_01305,Tech,10,6873624,97126,1863033,590,1,0.33,2296974,Good,0
APP_01306,Manufacturing,10,1617201,24149,1044171,608,2,0.74,999251,Good,0
APP_01307,Trading,15,15770302,143565,11820949,565,3,0.55,6911427,Poor,1
APP_01308,Manufacturing,3,49743737,757986,26952385,655,1,0.27,24023646,Good,0
APP_01309,Trading,9,37609522,605150,20387226,656,0,0.25,28434277,Good,0
APP_01310,Tech,1,6215278,53258,1754204,604,3,0.74,2152090,Average,1
APP_01311,Tech,14,48224828,487611,19060103,685,4,0.53,17789854,Good,0
APP_01312,Tech,20,9903024,95860,6870602,546,0,0.59,4661929,Good,0
APP_01313,Retail,18,47338193,464811,35724148,638,1,0.2,40289645,Good,0
APP_01314,Retail,1,9671342,136313,5967446,809,2,0.46,5127415,Good,0
APP_01315,Retail,22,10331876,128394,3271896,565,2,0.64,3059170,Good,0
APP_01316,Retail,14,26053508,383218,7689265,743,2,0.29,6333361,Good,0
APP_01317,Retail,8,9589580,127260,3631307,662,3,0.44,3677366,Good,0
APP_01318,Manufacturing,14,8399859,129816,6714894,632,1,0.22,8683504,Average,0
APP_01319,Tech,13,2030732,23988,772398,712,1,0.87,740286,Good,0
APP_01320,Services,9,10912739,104547,5127201,673,0,0.87,3352420,Good,0
APP_01321,Manufacturing,27,19943694,277616,5504361,519,2,0.19,6350285,Average,1
APP_01322,Retail,21,43768722,415694,31157512,525,4,0.68,32131745,Average,1
APP_01323,Services,9,43229400,493958,10600408,642,0,0.83,11921062,Good,0
APP_01324,Manufacturing,15,18479419,302252,4492932,704,1,0.16,5621013,Good,0
APP_01325,Services,17,9189097,108085,5780500,379,3,0.5,7942395,Average,1
APP_01326,Retail,5,39587630,419458,8843220,602,0,0.79,9694212,Good,0
APP_01327,Trading,8,25721976,337435,9657103,791,1,0.5,8571319,Average,0
APP_01328,Retail,15,21885132,221306,9975985,597,1,0.3,11105677,Good,0
APP_01329,Services,20,16897335,220369,12316211,676,2,0.63,14997724,Good,0
APP_01330,Tech,10,17884828,283394,11146891,792,3,0.11,13996947,Good,0
APP_01331,Services,21,34878785,353416,25485327,638,4,0.35,24051478,Good,0
APP_01332,Manufacturing,10,31507126,352468,25171633,566,4,0.12,33323227,Good,0
APP_01333,Trading,23,48843894,580469,31178999,516,0,0.19,42657498,Good,1
APP_01334,Retail,6,20271893,179482,4482043,713,2,0.33,6369693,Good,0
APP_01335,Services,8,29998749,335976,22345445,606,1,0.53,29771576,Good,0
APP_01336,Tech,1,12243265,117873,2697500,646,3,0.39,1465318,Poor,0
APP_01337,Services,20,40453609,402488,13834407,664,0,0.23,9424659,Good,0
APP_01338,Services,4,36932669,363494,28637748,666,0,0.71,41817017,Good,1
APP_01339,Trading,18,1218954,15845,705571,609,1,0.26,484027,Good,0
APP_01340,Retail,1,29823519,353045,7733829,496,0,0.7,6695298,Average,1
APP_01341,Manufacturing,4,25487734,327790,20020901,528,3,0.62,13555569,Good,1
APP_01342,Retail,26,5700444,66853,4556404,594,1,0.4,5490558,Good,0
APP_01343,Tech,21,43899080,518675,13147060,697,0,0.39,14479859,Average,0
APP_01344,Tech,8,11521212,121812,5965073,570,0,0.24,6228948,Poor,0
APP_01345,Trading,2,22865378,350482,17530719,572,3,0.81,13970449,Average,1
APP_01346,Services,18,969596,14205,540906,596,3,0.3,798173,Average,0
APP_01347,Retail,29,22779169,220979,5301020,604,3,0.44,7019626,Average,0
APP_01348,Retail,10,32584096,376676,24288985,449,4,0.24,17561243,Good,0
APP_01349,Manufacturing,16,43280809,548971,17249356,706,2,0.85,11156829,Average,0
APP_01350,Manufacturing,15,48557168,551042,14686100,655,1,0.42,20925966,Average,0
APP_01351,Trading,2,31199744,518709,23795738,570,2,0.19,29191197,Poor,0
APP_01352,Manufacturing,24,17525506,152651,3524793,502,1,0.18,3419861,Good,0
APP_01353,Tech,15,1598168,20478,888363,557,4,0.74,921240,Poor,1
APP_01354,Tech,10,23299372,303232,13891365,659,4,0.41,18637930,Good,0
APP_01355,Retail,3,28788694,311229,13885503,643,4,0.37,7874586,Good,0
APP_01356,Services,11,19612776,223157,8593450,642,4,0.55,11600949,Poor,0
APP_01357,Manufacturing,3,35831778,354108,7269547,900,0,0.5,5319132,Good,0
APP_01358,Services,23,32126579,448472,9706718,697,0,0.61,5617364,Good,0
APP_01359,Tech,9,38413554,621225,25234821,545,1,0.73,35258196,Good,0
APP_01360,Manufacturing,4,34328023,490917,9119522,728,3,0.14,8502565,Average,0
APP_01361,Services,10,48302657,777872,16527078,755,2,0.45,18719663,Good,0
APP_01362,Services,7,43811091,480305,34814536,744,2,0.33,24769509,Good,0
APP_01363,Trading,24,16574206,163865,10741117,768,0,0.33,8038712,Average,0
APP_01364,Retail,10,24816555,410802,11401456,527,1,0.36,7666930,Average,0
APP_01365,Services,23,45299434,581156,27838873,760,2,0.38,24373155,Good,0
APP_01366,Retail,14,4387239,68699,1942273,625,2,0.7,1834720,Poor,0
APP_01367,Trading,14,49246297,678099,36784411,758,1,0.17,37402410,Good,0
APP_01368,Manufacturing,29,1561999,21032,906385,611,3,0.24,874000,Good,0
APP_01369,Retail,28,28254111,411441,7605764,620,2,0.26,7450849,Average,0
APP_01370,Trading,9,8606954,112708,4031737,630,3,0.36,4319758,Good,0
APP_01371,Trading,8,33968245,413087,20642651,617,0,0.43,25676676,Average,0
APP_01372,Manufacturing,10,40330021,455916,28219459,660,0,0.75,41882629,Average,1
APP_01373,Services,2,43812991,437289,18333008,588,2,0.79,20977386,Good,0
APP_01374,Tech,5,42504241,663291,16083870,845,2,0.48,14573213,Average,0
APP_01375,Retail,16,10083333,84246,5817515,749,1,0.11,6511008,Good,0
APP_01376,Manufacturing,17,32444982,532618,18839888,886,4,0.37,19402942,Average,0
APP_01377,Services,12,5696816,62124,3215361,696,4,0.69,2784460,Good,1
APP_01378,Tech,13,23048043,225988,12197756,534,1,0.4,15008932,Good,0
APP_01379,Tech,4,7725206,93944,4166206,754,3,0.38,6047153,Average,0
APP_01380,Manufacturing,1,11008596,175890,5236384,725,4,0.51,6295250,Good,0
APP_01381,Retail,12,35908961,382065,22579774,783,3,0.72,17216091,Good,0
APP_01382,Manufacturing,15,42390380,450731,19187701,592,0,0.41,19027421,Good,0
APP_01383,Manufacturing,13,14122818,203546,4579229,715,1,0.56,6096948,Good,0
APP_01384,Tech,28,12167878,151479,6950442,783,1,0.77,3608889,Good,0
APP_01385,Services,3,46269540,410526,29627406,536,1,0.52,39802655,Good,1
APP_01386,Services,13,2838299,32847,1226711,518,0,0.12,726136,Average,0
APP_01387,Trading,3,31303527,269818,24715340,672,0,0.89,25486428,Average,1
APP_01388,Services,9,29158541,283669,10477286,755,4,0.8,5592998,Good,0
APP_01389,Trading,8,49588020,796438,30827712,653,2,0.14,19144493,Poor,0
APP_01390,Services,28,19954069,219569,6370176,485,3,0.86,7947270,Average,1
APP_01391,Manufacturing,27,3155687,50697,1118391,589,2,0.9,1613199,Average,0
APP_01392,Tech,19,13426841,209715,3165830,493,2,0.17,4480446,Good,0
APP_01393,Trading,21,32878662,325236,23635887,493,1,0.14,18152573,Good,0
APP_01394,Manufacturing,25,2365501,37190,1491151,505,0,0.79,897034,Good,1
APP_01395,Tech,18,41780224,423527,28483997,525,4,0.6,15199336,Good,1
APP_01396,Retail,14,31968373,350626,15675439,609,0,0.28,14983879,Poor,0
APP_01397,Tech,26,12913430,208070,6663973,799,2,0.18,9963784,Good,0
APP_01398,Trading,20,5167217,84907,2146259,670,3,0.86,1437378,Good,0
APP_01399,Tech,3,1059421,17414,248903,742,4,0.14,358227,Good,0
APP_01400,Manufacturing,19,12565470,182566,9185930,810,4,0.65,6691200,Good,1
APP_01401,Services,27,25368785,239641,12521102,602,0,0.4,9420997,Good,0
APP_01402,Services,10,6329567,83799,4584033,680,1,0.59,2513603,Average,0
APP_01403,Manufacturing,3,27680725,263792,16514769,743,1,0.31,11922269,Average,0
APP_01404,Services,20,14747713,145666,6093603,693,3,0.61,6213905,Average,0
APP_01405,Trading,17,14668931,190323,9300324,496,2,0.28,6326508,Good,0
APP_01406,Trading,10,6307290,80865,2224280,549,0,0.82,3028500,Good,0
APP_01407,Manufacturing,3,18483309,198163,14479008,444,4,0.14,20057756,Good,1
APP_01408,Trading,19,13378118,168596,9012343,744,1,0.56,13372928,Good,0
APP_01409,Manufacturing,1,37246395,423229,29679723,551,0,0.37,26390036,Average,0
APP_01410,Retail,28,31792640,378915,17447030,900,1,0.55,13031474,Poor,0
APP_01411,Services,14,16016974,238296,4376354,594,2,0.73,3563730,Good,0
APP_01412,Manufacturing,21,13014863,151724,3924801,590,4,0.86,5849781,Average,0
APP_01413,Manufacturing,24,15582712,171167,12059720,718,4,0.44,7664446,Good,0
APP_01414,Services,2,17645622,158938,10483147,738,0,0.85,11933716,Good,1
APP_01415,Tech,11,3322097,43665,2012638,574,1,0.56,1666672,Average,0
APP_01416,Retail,1,1355860,11929,1066565,759,1,0.49,625633,Good,0
APP_01417,Tech,7,25017132,319207,18419425,564,2,0.85,16679179,Good,0
APP_01418,Manufacturing,2,18842690,313341,3923172,570,1,0.32,2990696,Good,0
APP_01419,Manufacturing,5,33207994,481961,20457967,566,3,0.89,12791703,Average,0
APP_01420,Trading,28,14501139,210941,11406605,565,1,0.82,5835922,Poor,1
APP_01421,Tech,9,9966617,156954,3799166,755,3,0.74,1934696,Good,0
APP_01422,Manufacturing,16,18763925,284189,5129376,393,2,0.62,3186905,Good,1
APP_01423,Tech,29,23994287,279363,13422261,644,2,0.13,13002594,Good,0
APP_01424,Tech,9,37129584,517267,17037540,487,2,0.77,16416559,Average,1
APP_01425,Manufacturing,18,21604159,184629,13747996,671,4,0.57,20415908,Good,0
APP_01426,Manufacturing,1,32615603,291439,23663645,625,3,0.43,19159993,Good,0
APP_01427,Services,23,14122631,196507,9592789,718,2,0.36,10256368,Good,0
APP_01428,Services,13,18204244,182206,13550297,508,2,0.64,19661927,Good,1
APP_01429,Tech,23,20903207,218352,15706410,713,1,0.3,18586349,Average,0
APP_01430,Manufacturing,3,13337078,152445,4852215,547,1,0.2,3662849,Average,1
APP_01431,Retail,29,977563,11819,501848,844,1,0.28,676860,Good,0
APP_01432,Tech,17,21071362,267727,13802692,666,0,0.69,19673387,Good,0
APP_01433,Services,2,11548817,156493,5190930,652,0,0.16,7684248,Average,0
APP_01434,Services,25,20589955,245250,14762576,642,2,0.29,21387971,Good,0
APP_01435,Retail,18,49390445,421013,38296383,541,2,0.66,22470145,Good,1
APP_01436,Retail,8,18305728,292460,11805804,595,0,0.62,10043415,Good,0
APP_01437,Tech,25,26213753,226089,17341412,505,2,0.37,21575591,Average,1
APP_01438,Trading,10,25996277,348433,5826265,659,1,0.42,3516843,Average,0
APP_01439,Trading,23,18052344,253121,12726247,687,4,0.16,13913090,Good,0
APP_01440,Services,4,41050276,531321,13419358,563,3,0.83,13457158,Good,0
APP_01441,Trading,1,43539181,370411,33565113,735,1,0.76,47385135,Good,1
APP_01442,Manufacturing,10,44597518,449224,34186659,714,1,0.22,45107179,Good,0
APP_01443,Services,19,38582213,509772,15774620,777,1,0.25,12950532,Good,0
APP_01444,Tech,5,12344410,119243,2580633,617,0,0.12,1684652,Average,0
APP_01445,Manufacturing,3,42285230,681495,11258384,793,0,0.41,13202129,Good,0
APP_01446,Retail,14,32993070,402866,19599161,761,1,0.77,12665398,Average,0
APP_01447,Tech,7,23923911,378113,9089838,627,0,0.27,9504101,Good,0
APP_01448,Retail,24,23974993,360718,9545101,519,0,0.2,7884053,Good,0
APP_01449,Services,26,1389515,16847,901321,708,0,0.44,1323951,Average,0
APP_01450,Services,12,25665119,421322,11830781,655,1,0.66,14612384,Good,0
APP_01451,Services,4,800374,10423,279819,686,3,0.18,402445,Good,0
APP_01452,Trading,29,7314780,71648,2082215,766,2,0.62,1782892,Average,0
APP_01453,Trading,25,20200944,204748,10026811,663,0,0.47,12080544,Good,0
APP_01454,Tech,3,24874405,359000,13346519,812,4,0.48,13497662,Average,0
APP_01455,Services,21,18332590,174273,5389424,739,1,0.24,6772363,Average,0
APP_01456,Services,2,6313481,87640,3914963,683,3,0.17,4747302,Good,0
APP_01457,Trading,19,32235616,352094,23281951,603,3,0.12,27308573,Average,0
APP_01458,Retail,25,35886845,546986,8035188,545,3,0.58,11883575,Good,0
APP_01459,Tech,3,4030662,64819,2903906,332,2,0.17,3324552,Average,1
APP_01460,Retail,13,15348599,187793,11250453,618,1,0.38,8511791,Good,0
APP_01461,Retail,13,35637336,308501,27593081,656,2,0.23,20691863,Good,0
APP_01462,Retail,28,44163482,530516,22563607,746,2,0.8,24791427,Average,0
APP_01463,Manufacturing,22,17320453,190671,9446520,482,0,0.88,13594310,Good,1
APP_01464,Retail,7,40592038,408933,31197574,735,3,0.3,18581079,Good,0
APP_01465,Services,7,48493112,576023,35609980,767,3,0.75,50423446,Good,0
APP_01466,Trading,24,17008908,155282,4537240,404,2,0.53,5530052,Good,0
APP_01467,Services,7,33376722,404701,7235510,784,3,0.39,5013734,Good,0
APP_01468,Services,24,28288584,290315,21780933,593,0,0.21,23312838,Average,0
APP_01469,Manufacturing,13,3625384,37620,2395724,721,4,0.66,3052202,Good,0
APP_01470,Manufacturing,22,40552241,399211,19687224,708,4,0.81,25693707,Average,0
APP_01471,Manufacturing,12,27794344,323143,16461861,797,2,0.65,23614839,Average,1
APP_01472,Retail,29,28452813,464399,12009875,616,2,0.79,7485591,Average,0
APP_01473,Trading,27,29722385,280451,7979534,571,0,0.13,7917743,Average,0
APP_01474,Services,19,29296855,485060,6648795,544,3,0.68,6129561,Average,1
APP_01475,Trading,7,48764366,516778,20049129,634,4,0.57,18920580,Good,0
APP_01476,Manufacturing,11,14874511,188886,11402967,563,0,0.31,14330554,Average,0
APP_01477,Retail,11,45605783,445541,31565206,581,2,0.64,25396731,Good,1
APP_01478,Services,23,19253191,208278,5573434,622,0,0.84,7916373,Good,0
APP_01479,Services,20,24047423,314773,4961098,610,3,0.84,2637394,Average,0
APP_01480,Tech,17,34613600,547681,19248973,676,3,0.52,10183453,Good,0
APP_01481,Tech,14,1786479,20948,1135728,674,4,0.59,1281418,Average,0
APP_01482,Retail,22,30382098,303134,23414097,561,4,0.49,26534810,Good,0
APP_01483,Services,6,44107628,548465,17779410,444,0,0.38,21682019,Good,0
APP_01484,Services,25,30073827,331453,13673376,589,1,0.38,12308083,Average,0
APP_01485,Services,14,14319790,225146,4319994,697,3,0.4,3002526,Good,0
APP_01486,Trading,29,1629429,18520,386053,647,4,0.89,508184,Average,0
APP_01487,Retail,11,19778205,200233,14506477,619,1,0.16,18934996,Good,0
APP_01488,Manufacturing,2,20217855,170774,9040191,751,2,0.89,12762909,Average,1
APP_01489,Retail,8,46340173,523436,15816380,713,4,0.41,20024802,Good,0
APP_01490,Trading,24,12921918,113610,4771239,511,4,0.47,6609515,Good,0
APP_01491,Manufacturing,11,43437710,700127,28421292,626,1,0.79,20486775,Good,0
APP_01492,Tech,21,19298229,277803,7439942,615,3,0.27,7410404,Good,0
APP_01493,Services,13,35157523,421995,10036695,774,2,0.22,11156103,Good,0
APP_01494,Manufacturing,13,4527876,62398,1661313,713,1,0.38,1702641,Good,0
APP_01495,Services,4,26054655,244572,17104477,604,1,0.45,17986853,Good,0
APP_01496,Retail,24,37645438,460619,26223913,715,1,0.38,30939079,Good,0
APP_01497,Manufacturing,14,17298395,271554,10718476,569,0,0.21,7713815,Good,0
APP_01498,Services,7,26383764,391213,10895575,459,1,0.79,6915147,Average,1
APP_01499,Retail,8,29012713,453574,17588104,535,2,0.89,15768425,Poor,1
APP_01500,Manufacturing,20,5288664,47995,1920013,712,2,0.44,1940307,Good,0
APP_01501,Trading,14,6256874,87449,3871020,750,2,0.88,2193520,Average,0
APP_01502,Retail,3,11878747,166234,3379473,659,2,0.47,3433965,Good,0
APP_01503,Services,8,45449680,497703,14329265,731,4,0.58,9808884,Good,0
APP_01504,Services,28,8375728,106946,5536744,833,1,0.4,7653097,Poor,1
APP_01505,Retail,7,24273017,331856,10884036,670,0,0.4,13033622,Good,0
APP_01506,Services,20,4311646,43732,3408571,640,1,0.34,5067313,Good,0
APP_01507,Trading,10,23109786,231602,17355025,616,1,0.8,10561628,Average,1
APP_01508,Trading,16,20365516,201206,13421402,689,3,0.19,12139393,Good,0
APP_01509,Manufacturing,11,4184695,54379,3178859,625,3,0.86,2770165,Average,0
APP_01510,Tech,3,43434206,431715,16570252,639,4,0.33,10339886,Poor,0
APP_01511,Tech,10,27242270,349817,14825242,651,3,0.48,11399192,Good,0
APP_01512,Services,29,4155980,53698,1597459,736,1,0.89,1499085,Good,0
APP_01513,Trading,24,33508388,450546,8625451,521,4,0.32,10338219,Good,0
APP_01514,Trading,3,45823869,593989,12097182,575,4,0.23,14235198,Good,0
APP_01515,Retail,8,33169791,521893,23926115,730,4,0.62,34100623,Good,0
APP_01516,Retail,23,30680135,407403,13680507,620,0,0.8,10963536,Good,0
APP_01517,Retail,16,49830649,715795,10714340,747,2,0.42,15281085,Good,0
APP_01518,Retail,2,12333453,125859,6442585,667,0,0.48,6534115,Average,0
APP_01519,Manufacturing,28,12457761,105568,6077146,504,0,0.85,8445999,Good,1
APP_01520,Retail,25,11140954,135038,7003973,860,3,0.64,4977638,Average,0
APP_01521,Manufacturing,7,1143606,18199,383488,695,2,0.21,219039,Good,0
APP_01522,Retail,13,8996143,125629,2328328,530,2,0.5,1721046,Good,0
APP_01523,Tech,28,14938159,218246,4951102,781,3,0.35,3855068,Good,0
APP_01524,Trading,22,22771863,246105,17281510,649,1,0.52,22645724,Good,0
APP_01525,Tech,11,38437502,563815,11719676,534,0,0.62,8747230,Good,1
APP_01526,Retail,13,13588783,225206,7559611,582,2,0.67,9095259,Good,0
APP_01527,Services,22,22575908,282958,13772921,764,2,0.41,11267303,Good,0
APP_01528,Trading,3,7881455,110063,3537308,679,2,0.71,1846969,Good,0
APP_01529,Manufacturing,28,17751322,278660,5673399,616,1,0.65,3030703,Average,0
APP_01530,Retail,4,48566051,593571,21947157,772,1,0.45,12627167,Poor,0
APP_01531,Manufacturing,14,41294080,652358,12921039,549,4,0.11,11927584,Good,0
APP_01532,Tech,1,8955722,123273,1948382,486,1,0.46,1961151,Good,0
APP_01533,Tech,26,41975654,608489,23632370,557,4,0.64,19466366,Good,0
APP_01534,Retail,7,17064743,177626,9267922,623,4,0.85,8877920,Good,0
APP_01535,Retail,25,12302553,160063,4953665,707,2,0.38,3671212,Good,0
APP_01536,Tech,1,10438512,131486,6027570,696,4,0.43,3245417,Good,0
APP_01537,Retail,6,19560846,307927,13721394,494,3,0.53,12374671,Poor,1
APP_01538,Retail,5,9727525,116053,3884557,800,2,0.77,2914968,Average,0
APP_01539,Retail,8,28832095,323530,21122243,748,4,0.66,26214964,Good,1
APP_01540,Services,4,46892800,719689,14164474,688,2,0.72,16540649,Average,0
APP_01541,Services,8,9517883,98150,4180038,722,2,0.14,5419150,Good,0
APP_01542,Tech,22,45482287,592280,11369732,773,2,0.69,11904062,Good,0
APP_01543,Manufacturing,1,650468,9592,365830,733,0,0.25,434751,Good,0
APP_01544,Manufacturing,2,32770993,301383,17230760,703,0,0.34,19891075,Good,0
APP_01545,Retail,9,43548380,608724,27725225,713,0,0.48,37951695,Good,0
APP_01546,Services,3,10584624,88991,3314880,678,2,0.57,2132495,Good,0
APP_01547,Tech,19,36258331,327530,26620341,817,2,0.46,36353738,Good,0
APP_01548,Manufacturing,6,47682962,541860,26135180,630,3,0.18,31150783,Good,0
